run_id,config_name,split_protocol,model,evaluation_split,seed,metric,value
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,false_negatives,4994.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,true_positives,0.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,n,6178.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,accuracy,0.9833279378439624
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,balanced_accuracy,0.9831596615105672
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,macro_precision,0.9786810674964096
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,macro_recall,0.9831596615105672
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,macro_f1,0.9808738210022958
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,weighted_f1,0.9833667512598948
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,brier_score,0.0238536671445284
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,log_loss,0.1208819267810218
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,ece_10,0.0826553811153389
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,true_negatives,1931.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,false_positives,34.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,false_negatives,69.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,validation,42,true_positives,4144.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,n,7437.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,accuracy,0.9592577652279144
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,balanced_accuracy,0.9573271388621728
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,macro_precision,0.9511725778032584
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,macro_recall,0.9573271388621728
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,macro_f1,0.954141839245973
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,weighted_f1,0.9593957551799234
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,brier_score,0.0384287289498644
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,log_loss,0.1600477995720594
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,ece_10,0.079768129904821
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,true_negatives,2325.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,false_positives,118.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,false_negatives,185.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,tfidf_logreg,test,42,true_positives,4809.0
